date,product_name,units_sold
2022-04-05,Notebook,5
2022-04-05,Ruler,5
2022-04-05,Marker,3
2022-04-05,Sharpener,2
2022-04-06,Pen,12
2022-04-06,Pencil,10
2022-04-06,Eraser,5
2022-04-06,Notebook,5
2022-04-06,Ruler,5
2022-04-06,Marker,3
2022-04-06,Sharpener,2
2022-04-07,Pen,12
2022-04-07,Pencil,10
2022-04-07,Eraser,5
2022-04-07,Notebook,5
2022-04-07,Ruler,5
2022-04-07,Marker,3
2022-04-07,Sharpener,2
2022-04-08,Pen,12
2022-04-08,Pencil,10
2022-04-08,Eraser,5
2022-04-08,Notebook,5
2022-04-08,Ruler,5
2022-04-08,Marker,3
2022-04-08,Sharpener,2
2022-04-09,Pen,12
2022-04-09,Pencil,10
2022-04-09,Eraser,5
2022-04-09,Notebook,5
2022-04-09,Ruler,5
2022-04-09,Marker,3
2022-04-09,Sharpener,2
2022-04-10,Pen,12
2022-04-10,Pencil,10
2022-04-10,Eraser,5
2022-04-10,Notebook,5
2022-04-10,Ruler,5
2022-04-10,Marker,3
2022-04-10,Sharpener,2
2022-04-11,Pen,12
2022-04-11,Pencil,10
2022-04-11,Eraser,5
2022-04-11,Notebook,5
2022-04-11,Ruler,5
2022-04-11,Marker,3
2022-04-11,Sharpener,2
2022-04-12,Pen,12
2022-04-12,Pencil,10
2022-04-12,Eraser,5
2022-04-12,Notebook,5
2022-04-12,Ruler,5
2022-04-12,Marker,3
2022-04-12,Sharpener,2
2022-04-13,Pen,12
2022-04-13,Pencil,10
2022-04-13,Eraser,5
2022-04-13,Notebook,5
2022-04-13,Ruler,5
2022-04-13,Marker,3
2022-04-13,Sharpener,2
2022-04-14,Pen,12
2022-04-14,Pencil,10
2022-04-14,Eraser,5
2022-04-14,Notebook,5
2022-04-14,Ruler,5
2022-04-14,Marker,3
2022-04-14,Sharpener,2
2022-04-15,Pen,12
2022-04-15,Pencil,10
2022-04-15,Eraser,5
2022-04-15,Notebook,5
2022-04-15,Ruler,5
2022-04-15,Marker,3
2022-04-15,Sharpener,2
2022-04-16,Pen,12
2022-04-16,Pencil,10
2022-04-16,Eraser,5
2022-04-16,Notebook,5
2022-04-16,Ruler,5
2022-04-16,Marker,3
2022-04-16,Sharpener,2
2022-04-17,Pen,12
2022-04-17,Pencil,10
2022-04-17,Eraser,5
2022-04-17,Notebook,5
2022-04-17,Ruler,5
2022-04-17,Marker,3
2022-04-17,Sharpener,2
2022-04-18,Pen,12
2022-04-18,Pencil,10
2022-04-18,Eraser,5
2022-04-18,Notebook,5
2022-04-18,Ruler,5
2022-04-18,Marker,3
2022-04-18,Sharpener,2
2022-04-19,Pen,12
2022-04-19,Pencil,10
2022-04-19,Eraser,5
2022-04-19,Notebook,5
2022-04-19,Ruler,5
2022-04-19,Marker,3
2022-04-19,Sharpener,2
2022-04-20,Pen,12
2022-04-20,Pencil,10
2022-04-20,Eraser,5
2022-04-20,Notebook,5
2022-04-20,Ruler,5
2022-04-20,Marker,3
2022-04-20,Sharpener,2
2022-04-21,Pen,12
2022-04-21,Pencil,10
2022-04-21,Eraser,5
2022-04-21,Notebook,5
2022-04-21,Ruler,5
2022-04-21,Marker,3
2022-04-21,Sharpener,2
2022-04-22,Pen,12
2022-04-22,Pencil,10
2022-04-22,Eraser,5
2022-04-22,Notebook,5
2022-04-22,Ruler,5
2022-04-22,Marker,3
2022-04-22,Sharpener,2
2022-04-23,Pen,12
2022-04-23,Pencil,10
2022-04-23,Eraser,5
2022-04-23,Notebook,5
2022-04-23,Ruler,5
2022-04-23,Marker,3
2022-04-23,Sharpener,2
2022-04-24,Pen,12
2022-04-24,Pencil,10
2022-04-24,Eraser,5
2022-04-24,Notebook,5
2022-04-24,Ruler,5
2022-04-24,Marker,3
2022-04-24,Sharpener,2
2022-04-25,Pen,12
2022-04-25,Pencil,10
2022-04-25,Eraser,5
2022-04-25,Notebook,5
2022-04-25,Ruler,5
2022-04-25,Marker,3
2022-04-25,Sharpener,2
2022-04-26,Pen,12
2022-04-26,Pencil,10
2022-04-26,Eraser,5
2022-04-26,Notebook,5
2022-04-26,Ruler,5
2022-04-26,Marker,3
2022-04-26,Sharpener,2
2022-04-27,Pen,12
2022-04-27,Pencil,10
2022-04-27,Eraser,5
2022-04-27,Notebook,5
2022-04-27,Ruler,5
2022-04-27,Marker,3
2022-04-27,Sharpener,2
2022-04-28,Pen,12
2022-04-28,Pencil,10
2022-04-28,Eraser,5
2022-04-28,Notebook,5
2022-04-28,Ruler,5
2022-04-28,Marker,3
2022-04-28,Sharpener,2
2022-04-29,Pen,12
2022-04-29,Pencil,10
2022-04-29,Eraser,5
2022-04-29,Notebook,5
2022-04-29,Ruler,5
2022-04-29,Marker,3
2022-04-29,Sharpener,2
2022-04-30,Pen,12
2022-04-30,Pencil,10
2022-04-30,Eraser,5
2022-04-30,Notebook,5
2022-04-30,Ruler,5
2022-04-30,Marker,3
2022-04-30,Sharpener,2
2022-05-01,Pen,12
2022-05-01,Pencil,10
2022-05-01,Eraser,5
2022-05-01,Notebook,5
2022-05-01,Ruler,5
2022-05-01,Marker,3
2022-05-01,Sharpener,2
2022-05-02,Pen,12
2022-05-02,Pencil,10
2022-05-02,Eraser,5
2022-05-02,Notebook,5
2022-05-02,Ruler,5
2022-05-02,Marker,3
2022-05-02,Sharpener,2
2022-05-03,Pen,12
2022-05-03,Pencil,10
2022-05-03,Eraser,5
2022-05-03,Notebook,5
2022-05-03,Ruler,5
2022-05-03,Marker,3
2022-05-03,Sharpener,2
2022-05-04,Pen,12
2022-05-04,Pencil,10
2022-05-04,Eraser,5
2022-05-04,Notebook,5
2022-05-04,Ruler,5
2022-05-04,Marker,3
2022-05-04,Sharpener,2
2022-05-05,Pen,12
2022-05-05,Pencil,10
2022-05-05,Eraser,5
2022-05-05,Notebook,5
2022-05-05,Ruler,5
2022-05-05,Marker,3
2022-05-05,Sharpener,2
2022-05-06,Pen,12
2022-05-06,Pencil,10
2022-05-06,Eraser,5
2022-05-06,Notebook,5
2022-05-06,Ruler,5
2022-05-06,Marker,3
2022-05-06,Sharpener,2
2022-05-07,Pen,12
2022-05-07,Pencil,10
2022-05-07,Eraser,5
2022-05-07,Notebook,5
2022-05-07,Ruler,5
2022-05-07,Marker,3
2022-05-07,Sharpener,2
2022-05-08,Pen,12
2022-05-08,Pencil,10
2022-05-08,Eraser,5
2022-05-08,Notebook,5
2022-05-08,Ruler,5
2022-05-08,Marker,3
2022-05-08,Sharpener,2
2022-05-09,Pen,12
2022-05-09,Pencil,10
2022-05-09,Eraser,5
2022-05-09,Notebook,5
2022-05-09,Ruler,5
2022-05-09,Marker,3
2022-05-09,Sharpener,2
2022-05-10,Pen,12
2022-05-10,Pencil,10
2022-05-10,Eraser,5
2022-05-10,Notebook,5
2022-05-10,Ruler,5
2022-05-10,Marker,3
2022-05-10,Sharpener,2
2022-05-11,Pen,12
2022-05-11,Pencil,10
2022-05-11,Eraser,5
2022-05-11,Notebook,5
2022-05-11,Ruler,5
2022-05-11,Marker,3
2022-05-11,Sharpener,2
2022-05-12,Pen,12
2022-05-12,Pencil,10
2022-05-12,Eraser,5
2022-05-12,Notebook,5
2022-05-12,Ruler,5
2022-05-12,Marker,3
2022-05-12,Sharpener,2
2022-05-13,Pen,12
2022-05-13,Pencil,10
2022-05-13,Eraser,5
2022-05-13,Notebook,5
2022-05-13,Ruler,5
2022-05-13,Marker,3
2022-05-13,Sharpener,2
2022-05-14,Pen,12
2022-05-14,Pencil,10
2022-05-14,Eraser,5
2022-05-14,Notebook,5
2022-05-14,Ruler,5
2022-05-14,Marker,3
2022-05-14,Sharpener,2
2022-05-15,Pen,12
2022-05-15,Pencil,10
2022-05-15,Eraser,5
2022-05-15,Notebook,5
2022-05-15,Ruler,5
2022-05-15,Marker,3
2022-05-15,Sharpener,2
2022-05-16,Pen,12
2022-05-16,Pencil,10
2022-05-16,Eraser,5
2022-05-16,Notebook,5
2022-05-16,Ruler,5
2022-05-16,Marker,3
2022-05-16,Sharpener,2
2022-05-17,Pen,12
2022-05-17,Pencil,10
2022-05-17,Eraser,5
2022-05-17,Notebook,5
2022-05-17,Ruler,5
2022-05-17,Marker,3
2022-05-17,Sharpener,2
2022-05-18,Pen,12
2022-05-18,Pencil,10
2022-05-18,Eraser,5
2022-05-18,Notebook,5
2022-05-18,Ruler,5
2022-05-18,Marker,3
2022-05-18,Sharpener,2
2022-05-19,Pen,12
2022-05-19,Pencil,10
2022-05-19,Eraser,5
2022-05-19,Notebook,5
2022-05-19,Ruler,5
2022-05-19,Marker,3
2022-05-19,Sharpener,2
2022-05-20,Pen,12
2022-05-20,Pencil,10
2022-05-20,Eraser,5
2022-05-20,Notebook,5
2022-05-20,Ruler,5
2022-05-20,Marker,3
2022-05-20,Sharpener,2
2022-05-21,Pen,12
2022-05-21,Pencil,10
2022-05-21,Eraser,5
2022-05-21,Notebook,5
2022-05-21,Ruler,5
2022-05-21,Marker,3
2022-05-21,Sharpener,2
2022-05-22,Pen,12
2022-05-22,Pencil,10
2022-05-22,Eraser,5
2022-05-22,Notebook,5
2022-05-22,Ruler,5
2022-05-22,Marker,3
2022-05-22,Sharpener,2
2022-05-23,Pen,12
2022-05-23,Pencil,10
2022-05-23,Eraser,5
2022-05-23,Notebook,5
2022-05-23,Ruler,5
2022-05-23,Marker,3
2022-05-23,Sharpener,2
2022-05-24,Pen,12
2022-05-24,Pencil,10
2022-05-24,Eraser,5
2022-05-24,Notebook,5
2022-05-24,Ruler,5
2022-05-24,Marker,3
2022-05-24,Sharpener,2
2022-05-25,Pen,12
2022-05-25,Pencil,10
2022-05-25,Eraser,5
2022-05-25,Notebook,5
2022-05-25,Ruler,5
2022-05-25,Marker,3
2022-05-25,Sharpener,2
2022-05-26,Pen,12
2022-05-26,Pencil,10
2022-05-26,Eraser,5
2022-05-26,Notebook,5
2022-05-26,Ruler,5
2022-05-26,Marker,3
2022-05-26,Sharpener,2
2022-05-27,Pen,12
2022-05-27,Pencil,10
2022-05-27,Eraser,5
2022-05-27,Notebook,5
2022-05-27,Ruler,5
2022-05-27,Marker,3
2022-05-27,Sharpener,2
2022-05-28,Pen,12
2022-05-28,Pencil,10
2022-05-28,Eraser,5
2022-05-28,Notebook,5
2022-05-28,Ruler,5
2022-05-28,Marker,3
2022-05-28,Sharpener,2
2022-05-29,Pen,12
2022-05-29,Pencil,10
2022-05-29,Eraser,5
2022-05-29,Notebook,5
2022-05-29,Ruler,5
2022-05-29,Marker,3
2022-05-29,Sharpener,2
2022-05-30,Pen,12
2022-05-30,Pencil,10
2022-05-30,Eraser,5
2022-05-30,Notebook,5
2022-05-30,Ruler,5
2022-05-30,Marker,3
2022-05-30,Sharpener,2
2022-05-31,Pen,12
2022-05-31,Pencil,10
2022-05-31,Eraser,5
2022-05-31,Notebook,5
2022-05-31,Ruler,5
2022-05-31,Marker,3
2022-05-31,Sharpener,2
2022-06-01,Pen,12
2022-06-01,Pencil,10
2022-06-01,Eraser,5
2022-06-01,Notebook,5
2022-06-01,Ruler,5
2022-06-01,Marker,3
2022-06-01,Sharpener,2
2022-06-02,Pen,12
2022-06-02,Pencil,10
2022-06-02,Eraser,5
2022-06-02,Notebook,5
2022-06-02,Ruler,5
2022-06-02,Marker,3
2022-06-02,Sharpener,2
2022-06-03,Pen,12
2022-06-03,Pencil,10
2022-06-03,Eraser,5
2022-06-03,Notebook,5
2022-06-03,Ruler,5
2022-06-03,Marker,3
2022-06-03,Sharpener,2
2022-06-04,Pen,12
2022-06-04,Pencil,10
2022-06-04,Eraser,5
2022-06-04,Notebook,5
2022-06-04,Ruler,5
2022-06-04,Marker,3
2022-06-04,Sharpener,2
2022-06-05,Pen,12
2022-06-05,Pencil,10
2022-06-05,Eraser,5
2022-06-05,Notebook,5
2022-06-05,Ruler,5
2022-06-05,Marker,3
2022-06-05,Sharpener,2
2022-06-06,Pen,12
2022-06-06,Pencil,10
2022-06-06,Eraser,5
2022-06-06,Notebook,5
2022-06-06,Ruler,5
2022-06-06,Marker,3
2022-06-06,Sharpener,2
2022-06-07,Pen,12
2022-06-07,Pencil,10
2022-06-07,Eraser,5
2022-06-07,Notebook,5
2022-06-07,Ruler,5
2022-06-07,Marker,3
2022-06-07,Sharpener,2
2022-06-08,Pen,12
2022-06-08,Pencil,10
2022-06-08,Eraser,5
2022-06-08,Notebook,5
2022-06-08,Ruler,5
2022-06-08,Marker,3
2022-06-08,Sharpener,2
2022-06-09,Pen,12
2022-06-09,Pencil,10
2022-06-09,Eraser,5
2022-06-09,Notebook,5
2022-06-09,Ruler,5
2022-06-09,Marker,3
2022-06-09,Sharpener,2
2022-06-10,Pen,12
2022-06-10,Pencil,10
2022-06-10,Eraser,5
2022-06-10,Notebook,5
2022-06-10,Ruler,5
2022-06-10,Marker,3
2022-06-10,Sharpener,2
2022-06-11,Pen,12
2022-06-11,Pencil,10
2022-06-11,Eraser,5
2022-06-11,Notebook,5
2022-06-11,Ruler,5
2022-06-11,Marker,3
2022-06-11,Sharpener,2
2022-06-12,Pen,12
2022-06-12,Pencil,10
2022-06-12,Eraser,5
2022-06-12,Notebook,5
2022-06-12,Ruler,5
2022-06-12,Marker,3
2022-06-12,Sharpener,2
2022-06-13,Pen,12
2022-06-13,Pencil,10
2022-06-13,Eraser,5
2022-06-13,Notebook,5
2022-06-13,Ruler,5
2022-06-13,Marker,3
2022-06-13,Sharpener,2
2022-06-14,Pen,12
2022-06-14,Pencil,10
2022-06-14,Eraser,5
2022-06-14,Notebook,5
2022-06-14,Ruler,5
2022-06-14,Marker,3
2022-06-14,Sharpener,2
2022-06-15,Pen,12
2022-06-15,Pencil,10
2022-06-15,Eraser,5
2022-06-15,Notebook,5
2022-06-15,Ruler,5
2022-06-15,Marker,3
2022-06-15,Sharpener,2
2022-06-16,Pen,12
2022-06-16,Pencil,10
2022-06-16,Eraser,5
2022-06-16,Notebook,5
2022-06-16,Ruler,5
2022-06-16,Marker,3
2022-06-16,Sharpener,2
2022-06-17,Pen,12
2022-06-17,Pencil,10
2022-06-17,Eraser,5
2022-06-17,Notebook,5
2022-06-17,Ruler,5
2022-06-17,Marker,3
2022-06-17,Sharpener,2
2022-06-18,Pen,12
2022-06-18,Pencil,10
2022-06-18,Eraser,5
2022-06-18,Notebook,5
2022-06-18,Ruler,5
2022-06-18,Marker,3
2022-06-18,Sharpener,2
2022-06-19,Pen,12
2022-06-19,Pencil,10
2022-06-19,Eraser,5
2022-06-19,Notebook,5
2022-06-19,Ruler,5
2022-06-19,Marker,3
2022-06-19,Sharpener,2
2022-06-20,Pen,12
2022-06-20,Pencil,10
2022-06-20,Eraser,5
2022-06-20,Notebook,5
2022-06-20,Ruler,5
2022-06-20,Marker,3
2022-06-20,Sharpener,2
2022-06-21,Pen,12
2022-06-21,Pencil,10
2022-06-21,Eraser,5
2022-06-21,Notebook,5
2022-06-21,Ruler,5
2022-06-21,Marker,3
2022-06-21,Sharpener,2
2022-06-22,Pen,12
2022-06-22,Pencil,10
2022-06-22,Eraser,5
2022-06-22,Notebook,5
2022-06-22,Ruler,5
2022-06-22,Marker,3
2022-06-22,Sharpener,2
2022-06-23,Pen,12
2022-06-23,Pencil,10
2022-06-23,Eraser,5
2022-06-23,Notebook,5
2022-06-23,Ruler,5
2022-06-23,Marker,3
2022-06-23,Sharpener,2
2022-06-24,Pen,12
2022-06-24,Pencil,10
2022-06-24,Eraser,5
2022-06-24,Notebook,5
2022-06-24,Ruler,5
2022-06-24,Marker,3
2022-06-24,Sharpener,2
2022-06-25,Pen,12
2022-06-25,Pencil,10
2022-06-25,Eraser,5
2022-06-25,Notebook,5
2022-06-25,Ruler,5
2022-06-25,Marker,3
2022-06-25,Sharpener,2
2022-06-26,Pen,12
2022-06-26,Pencil,10
2022-06-26,Eraser,5
2022-06-26,Notebook,5
2022-06-26,Ruler,5
2022-06-26,Marker,3
2022-06-26,Sharpener,2
2022-06-27,Pen,12
2022-06-27,Pencil,10
2022-06-27,Eraser,5
2022-06-27,Notebook,5
2022-06-27,Ruler,5
2022-06-27,Marker,3
2022-06-27,Sharpener,2
2022-06-28,Pen,12
2022-06-28,Pencil,10
2022-06-28,Eraser,5
2022-06-28,Notebook,5
2022-06-28,Ruler,5
2022-06-28,Marker,3
2022-06-28,Sharpener,2
2022-06-29,Pen,12
2022-06-29,Pencil,10
2022-06-29,Eraser,5
2022-06-29,Notebook,5
2022-06-29,Ruler,5
2022-06-29,Marker,3
2022-06-29,Sharpener,2
2022-06-30,Pen,12
2022-06-30,Pencil,10
2022-06-30,Eraser,5
2022-06-30,Notebook,5
2022-06-30,Ruler,5
2022-06-30,Marker,3
2022-06-30,Sharpener,2
2022-07-01,Pen,12
2022-07-01,Pencil,10
2022-07-01,Eraser,5
2022-07-01,Notebook,5
2022-07-01,Ruler,5
2022-07-01,Marker,3
2022-07-01,Sharpener,2
2022-07-02,Pen,12
2022-07-02,Pencil,10
2022-07-02,Eraser,5
2022-07-02,Notebook,5
2022-07-02,Ruler,5
2022-07-02,Marker,3
2022-07-02,Sharpener,2
2022-07-03,Pen,12
2022-07-03,Pencil,10
2022-07-03,Eraser,5
2022-07-03,Notebook,5
2022-07-03,Ruler,5
2022-07-03,Marker,3
2022-07-03,Sharpener,2
2022-07-04,Pen,12
2022-07-04,Pencil,10
2022-07-04,Eraser,5
2022-07-04,Notebook,5
2022-07-04,Ruler,5
2022-07-04,Marker,3
2022-07-04,Sharpener,2
2022-07-05,Pen,12
2022-07-05,Pencil,10
2022-07-05,Eraser,5
2022-07-05,Notebook,5
2022-07-05,Ruler,5
2022-07-05,Marker,3
2022-07-05,Sharpener,2
2022-07-06,Pen,12
2022-07-06,Pencil,10
2022-07-06,Eraser,5
2022-07-06,Notebook,5
2022-07-06,Ruler,5
2022-07-06,Marker,3
2022-07-06,Sharpener,2
2022-07-07,Pen,12
2022-07-07,Pencil,10
2022-07-07,Eraser,5
2022-07-07,Notebook,5
2022-07-07,Ruler,5
2022-07-07,Marker,3
2022-07-07,Sharpener,2
2022-07-08,Pen,12
2022-07-08,Pencil,10
2022-07-08,Eraser,5
2022-07-08,Notebook,5
2022-07-08,Ruler,5
2022-07-08,Marker,3
2022-07-08,Sharpener,2
2022-07-09,Pen,12
2022-07-09,Pencil,10
2022-07-09,Eraser,5
2022-07-09,Notebook,5
2022-07-09,Ruler,5
2022-07-09,Marker,3
2022-07-09,Sharpener,2
2022-07-10,Pen,12
2022-07-10,Pencil,10
2022-07-10,Eraser,5
2022-07-10,Notebook,5
2022-07-10,Ruler,5
2022-07-10,Marker,3
2022-07-10,Sharpener,2
2022-07-11,Pen,12
2022-07-11,Pencil,10
2022-07-11,Eraser,5
2022-07-11,Notebook,5
2022-07-11,Ruler,5
2022-07-11,Marker,3
2022-07-11,Sharpener,2
2022-07-12,Pen,12
2022-07-12,Pencil,10
2022-07-12,Eraser,5
2022-07-12,Notebook,5
2022-07-12,Ruler,5
2022-07-12,Marker,3
2022-07-12,Sharpener,2
2022-07-13,Pen,12
2022-07-13,Pencil,10
2022-07-13,Eraser,5
2022-07-13,Notebook,5
2022-07-13,Ruler,5
2022-07-13,Marker,3
2022-07-13,Sharpener,2
2022-07-14,Pen,12
2022-07-14,Pencil,10
2022-07-14,Eraser,5
2022-07-14,Notebook,5
2022-07-14,Ruler,5
2022-07-14,Marker,3
2022-07-14,Sharpener,2
2022-07-15,Pen,12
2022-07-15,Pencil,10
2022-07-15,Eraser,5
2022-07-15,Notebook,5
2022-07-15,Ruler,5
2022-07-15,Marker,3
2022-07-15,Sharpener,2
2022-07-16,Pen,12
2022-07-16,Pencil,10
2022-07-16,Eraser,5
2022-07-16,Notebook,5
2022-07-16,Ruler,5
2022-07-16,Marker,3
2022-07-16,Sharpener,2
2022-07-17,Pen,12
2022-07-17,Pencil,10
2022-07-17,Eraser,5
2022-07-17,Notebook,5
2022-07-17,Ruler,5
2022-07-17,Marker,3
2022-07-17,Sharpener,2
2022-07-18,Pen,12
2022-07-18,Pencil,10
2022-07-18,Eraser,5
2022-07-18,Notebook,5
2022-07-18,Ruler,5
2022-07-18,Marker,3
2022-07-18,Sharpener,2
2022-07-19,Pen,12
2022-07-19,Pencil,10
2022-07-19,Eraser,5
2022-07-19,Notebook,5
2022-07-19,Ruler,5
2022-07-19,Marker,3
2022-07-19,Sharpener,2
2022-07-20,Pen,12
2022-07-20,Pencil,10
2022-07-20,Eraser,5
2022-07-20,Notebook,5
2022-07-20,Ruler,5
2022-07-20,Marker,3
2022-07-20,Sharpener,2
2022-07-21,Pen,12
2022-07-21,Pencil,10
2022-07-21,Eraser,5
2022-07-21,Notebook,5
2022-07-21,Ruler,5
2022-07-21,Marker,3
2022-07-21,Sharpener,2
2022-07-22,Pen,12
2022-07-22,Pencil,10
2022-07-22,Eraser,5
2022-07-22,Notebook,5
2022-07-22,Ruler,5
2022-07-22,Marker,3
2022-07-22,Sharpener,2
2022-07-23,Pen,12
2022-07-23,Pencil,10
2022-07-23,Eraser,5
2022-07-23,Notebook,5
2022-07-23,Ruler,5
2022-07-23,Marker,3
2022-07-23,Sharpener,2
2022-07-24,Pen,12
2022-07-24,Pencil,10
2022-07-24,Eraser,5
2022-07-24,Notebook,5
2022-07-24,Ruler,5
2022-07-24,Marker,3
2022-07-24,Sharpener,2
2022-07-25,Pen,12
2022-07-25,Pencil,10
2022-07-25,Eraser,5
2022-07-25,Notebook,5
2022-07-25,Ruler,5
2022-07-25,Marker,3
2022-07-25,Sharpener,2
2022-07-26,Pen,12
2022-07-26,Pencil,10
2022-07-26,Eraser,5
2022-07-26,Notebook,5
2022-07-26,Ruler,5
2022-07-26,Marker,3
2022-07-26,Sharpener,2
2022-07-27,Pen,12
2022-07-27,Pencil,10
2022-07-27,Eraser,5
2022-07-27,Notebook,5
2022-07-27,Ruler,5
2022-07-27,Marker,3
2022-07-27,Sharpener,2
2022-07-28,Pen,12
2022-07-28,Pencil,10
2022-07-28,Eraser,5
2022-07-28,Notebook,5
2022-07-28,Ruler,5
2022-07-28,Marker,3
2022-07-28,Sharpener,2
2022-07-29,Pen,12
2022-07-29,Pencil,10
2022-07-29,Eraser,5
2022-07-29,Notebook,5
2022-07-29,Ruler,5
2022-07-29,Marker,3
2022-07-29,Sharpener,2
2022-07-30,Pen,12
2022-07-30,Pencil,10
2022-07-30,Eraser,5
2022-07-30,Notebook,5
2022-07-30,Ruler,5
2022-07-30,Marker,3
2022-07-30,Sharpener,2
2022-07-31,Pen,12
2022-07-31,Pencil,10
2022-07-31,Eraser,5
2022-07-31,Notebook,5
2022-07-31,Ruler,5
2022-07-31,Marker,3
2022-07-31,Sharpener,2
2022-08-01,Pen,12
2022-08-01,Pencil,10
2022-08-01,Eraser,5
2022-08-01,Notebook,5
2022-08-01,Ruler,5
2022-08-01,Marker,3
2022-08-01,Sharpener,2
2022-08-02,Pen,12
2022-08-02,Pencil,10
2022-08-02,Eraser,5
2022-08-02,Notebook,5
2022-08-02,Ruler,5
2022-08-02,Marker,3
2022-08-02,Sharpener,2
2022-08-03,Pen,12
2022-08-03,Pencil,10
2022-08-03,Eraser,5
2022-08-03,Notebook,5
2022-08-03,Ruler,5
2022-08-03,Marker,3
2022-08-03,Sharpener,2
2022-08-04,Pen,12
2022-08-04,Pencil,10
2022-08-04,Eraser,5
2022-08-04,Notebook,5
2022-08-04,Ruler,5
2022-08-04,Marker,3
2022-08-04,Sharpener,2
2022-08-05,Pen,12
2022-08-05,Pencil,10
2022-08-05,Eraser,5
2022-08-05,Notebook,5
2022-08-05,Ruler,5
2022-08-05,Marker,3
2022-08-05,Sharpener,2
2022-08-06,Pen,12
2022-08-06,Pencil,10
2022-08-06,Eraser,5
2022-08-06,Notebook,5
2022-08-06,Ruler,5
2022-08-06,Marker,3
2022-08-06,Sharpener,2
2022-08-07,Pen,12
2022-08-07,Pencil,10
2022-08-07,Eraser,5
2022-08-07,Notebook,5
2022-08-07,Ruler,5
2022-08-07,Marker,3
2022-08-07,Sharpener,2
2022-08-08,Pen,12
2022-08-08,Pencil,10
2022-08-08,Eraser,5
2022-08-08,Notebook,5
2022-08-08,Ruler,5
2022-08-08,Marker,3
2022-08-08,Sharpener,2
2022-08-09,Pen,12
2022-08-09,Pencil,10
2022-08-09,Eraser,5
2022-08-09,Notebook,5
2022-08-09,Ruler,5
2022-08-09,Marker,3
2022-08-09,Sharpener,2
2022-08-10,Pen,12
2022-08-10,Pencil,10
2022-08-10,Eraser,5
2022-08-10,Notebook,5
2022-08-10,Ruler,5
2022-08-10,Marker,3
2022-08-10,Sharpener,2
2022-08-11,Pen,12
2022-08-11,Pencil,10
2022-08-11,Eraser,5
2022-08-11,Notebook,5
2022-08-11,Ruler,5
2022-08-11,Marker,3
2022-08-11,Sharpener,2
2022-08-12,Pen,12
2022-08-12,Pencil,10
2022-08-12,Eraser,5
2022-08-12,Notebook,5
2022-08-12,Ruler,5
2022-08-12,Marker,3
2022-08-12,Sharpener,2
2022-08-13,Pen,12
2022-08-13,Pencil,10
2022-08-13,Eraser,5
2022-08-13,Notebook,5
2022-08-13,Ruler,5
2022-08-13,Marker,3
2022-08-13,Sharpener,2
2022-08-14,Pen,12
2022-08-14,Pencil,10
2022-08-14,Eraser,5
2022-08-14,Notebook,5
2022-08-14,Ruler,5
2022-08-14,Marker,3
2022-08-14,Sharpener,2
2022-08-15,Pen,12
2022-08-15,Pencil,10
2022-08-15,Eraser,5
2022-08-15,Notebook,5
2022-08-15,Ruler,5
2022-08-15,Marker,3
2022-08-15,Sharpener,2
2022-08-16,Pen,12
2022-08-16,Pencil,10
2022-08-16,Eraser,5
2022-08-16,Notebook,5
2022-08-16,Ruler,5
2022-08-16,Marker,3
2022-08-16,Sharpener,2
2022-08-17,Pen,12
2022-08-17,Pencil,10
2022-08-17,Eraser,5
2022-08-17,Notebook,5
2022-08-17,Ruler,5
2022-08-17,Marker,3
2022-08-17,Sharpener,2
2022-08-18,Pen,12
2022-08-18,Pencil,10
2022-08-18,Eraser,5
2022-08-18,Notebook,5
2022-08-18,Ruler,5
2022-08-18,Marker,3
2022-08-18,Sharpener,2
2022-08-19,Pen,12
2022-08-19,Pencil,10
2022-08-19,Eraser,5
2022-08-19,Notebook,5
2022-08-19,Ruler,5
2022-08-19,Marker,3
2022-08-19,Sharpener,2
2022-08-20,Pen,12
2022-08-20,Pencil,10
2022-08-20,Eraser,5
2022-08-20,Notebook,5
2022-08-20,Ruler,5
2022-08-20,Marker,3
2022-08-20,Sharpener,2
2022-08-21,Pen,12
2022-08-21,Pencil,10
2022-08-21,Eraser,5
2022-08-21,Notebook,5
2022-08-21,Ruler,5
2022-08-21,Marker,3
2022-08-21,Sharpener,2
2022-08-22,Pen,12
2022-08-22,Pencil,10
2022-08-22,Eraser,5
2022-08-22,Notebook,5
2022-08-22,Ruler,5
2022-08-22,Marker,3
2022-08-22,Sharpener,2
2022-08-23,Pen,12
2022-08-23,Pencil,10
2022-08-23,Eraser,5
2022-08-23,Notebook,5
2022-08-23,Ruler,5
2022-08-23,Marker,3
2022-08-23,Sharpener,2
2022-08-24,Pen,12
2022-08-24,Pencil,10
2022-08-24,Eraser,5
2022-08-24,Notebook,5
2022-08-24,Ruler,5
2022-08-24,Marker,3
2022-08-24,Sharpener,2
2022-08-25,Pen,12
2022-08-25,Pencil,10
2022-08-25,Eraser,5
2022-08-25,Notebook,5
2022-08-25,Ruler,5
2022-08-25,Marker,3
2022-08-25,Sharpener,2
2022-08-26,Pen,12
2022-08-26,Pencil,10
2022-08-26,Eraser,5
2022-08-26,Notebook,5
2022-08-26,Ruler,5
2022-08-26,Marker,3
2022-08-26,Sharpener,2
2022-08-27,Pen,12
2022-08-27,Pencil,10
2022-08-27,Eraser,5
2022-08-27,Notebook,5
